country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Estonia,EE,2021-20,15-24yr,213,125968,342.150387399975,TESSy COVID-19
Estonia,EE,2021-21,15-24yr,109,125968,255.62047504128,TESSy COVID-19
Estonia,EE,2021-22,15-24yr,83,125968,152.419662136416,TESSy COVID-19
Estonia,EE,2021-23,15-24yr,47,125968,103.200812904865,TESSy COVID-19
Estonia,EE,2021-24,15-24yr,26,125968,57.9512257081164,TESSy COVID-19
Estonia,EE,2021-25,15-24yr,12,125968,30.1663914644989,TESSy COVID-19
Estonia,EE,2021-26,15-24yr,44,125968,44.4557347897879,TESSy COVID-19
Estonia,EE,2021-27,15-24yr,50,125968,74.6221262542868,TESSy COVID-19
Estonia,EE,2021-28,15-24yr,85,125968,107.170074939667,TESSy COVID-19
Estonia,EE,2021-29,15-24yr,192,125968,219.897116728058,TESSy COVID-19
Estonia,EE,2021-30,15-24yr,362,125968,439.794233456116,TESSy COVID-19
Estonia,EE,2021-31,15-24yr,344,125968,560.459799314112,TESSy COVID-19
Estonia,EE,2021-32,15-24yr,342,125968,544.582751174902,TESSy COVID-19
Estonia,EE,2021-33,15-24yr,338,125968,539.819636733139,TESSy COVID-19
Estonia,EE,2021-34,15-24yr,395,125968,581.893814302045,TESSy COVID-19
Estonia,EE,2021-35,15-24yr,327,125968,573.16143782548,TESSy COVID-19
Estonia,EE,2021-36,15-24yr,436,125968,605.70938651086,TESSy COVID-19
Estonia,EE,2021-37,15-24yr,417,125968,677.156103137305,TESSy COVID-19
Estonia,EE,2021-38,15-24yr,440,125968,680.331512765147,TESSy COVID-19
Estonia,EE,2021-39,15-24yr,521,125968,762.892163089039,TESSy COVID-19
Estonia,EE,2021-40,15-24yr,651,125968,930.395020957704,TESSy COVID-19
Estonia,EE,2021-41,15-24yr,741,125968,1105.04255048901,TESSy COVID-19
Estonia,EE,2021-42,15-24yr,915,125968,1314.61958592658,TESSy COVID-19
Estonia,EE,2021-43,15-24yr,914,125968,1451.95605233075,TESSy COVID-19
Estonia,EE,2021-44,15-24yr,15,125968,737.488886066303,TESSy COVID-19
Estonia,EE,2021-45,15-24yr,615,125968,500.127016385114,TESSy COVID-19
Estonia,EE,2021-46,15-24yr,533,125968,911.342563190652,TESSy COVID-19
Estonia,EE,2021-47,15-24yr,407,125968,746.221262542868,TESSy COVID-19
Estonia,EE,2021-48,15-24yr,343,125968,595.389305220374,TESSy COVID-19
Estonia,EE,2021-49,15-24yr,351,125968,550.933570430586,TESSy COVID-19
Estonia,EE,2021-50,15-24yr,486,125968,664.454464625937,TESSy COVID-19
Estonia,EE,2021-51,15-24yr,701,125968,942.302807062111,TESSy COVID-19
Estonia,EE,2021-52,15-24yr,699,125968,1111.3933697447,TESSy COVID-19
Estonia,EE,2020-01,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-02,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-03,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-04,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-05,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-06,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-07,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-08,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-09,25-49yr,1,460829,,TESSy COVID-19
Estonia,EE,2020-10,25-49yr,7,460829,1.73600185752199,TESSy COVID-19
Estonia,EE,2020-11,25-49yr,126,460829,28.861030881303,TESSy COVID-19
Estonia,EE,2020-12,25-49yr,58,460829,39.9280427230057,TESSy COVID-19
Estonia,EE,2020-13,25-49yr,2194,460829,488.68452289244,TESSy COVID-19
Estonia,EE,2020-14,25-49yr,112,460829,500.402535430713,TESSy COVID-19
Estonia,EE,2020-15,25-49yr,78,460829,41.2300441161472,TESSy COVID-19
Estonia,EE,2020-16,25-49yr,,460829,,TESSy COVID-19
Estonia,EE,2020-17,25-49yr,33,460829,,TESSy COVID-19
Estonia,EE,2020-18,25-49yr,13,460829,9.98201068075143,TESSy COVID-19
Estonia,EE,2020-19,25-49yr,11,460829,5.20800557256596,TESSy COVID-19
Estonia,EE,2020-20,25-49yr,13,460829,5.20800557256596,TESSy COVID-19
Estonia,EE,2020-21,25-49yr,13,460829,5.64200603694646,TESSy COVID-19
Estonia,EE,2020-22,25-49yr,17,460829,6.51000696570745,TESSy COVID-19
Estonia,EE,2020-23,25-49yr,18,460829,7.5950081266587,TESSy COVID-19
Estonia,EE,2020-24,25-49yr,11,460829,6.29300673351721,TESSy COVID-19
Estonia,EE,2020-25,25-49yr,3,460829,3.03800325066348,TESSy COVID-19
Estonia,EE,2020-26,25-49yr,3,460829,1.30200139314149,TESSy COVID-19
Estonia,EE,2020-27,25-49yr,1,460829,0.868000928760994,TESSy COVID-19
Estonia,EE,2020-28,25-49yr,12,460829,2.82100301847323,TESSy COVID-19
Estonia,EE,2020-29,25-49yr,2,460829,3.03800325066348,TESSy COVID-19
Estonia,EE,2020-30,25-49yr,6,460829,1.73600185752199,TESSy COVID-19
Estonia,EE,2020-31,25-49yr,17,460829,4.99100534037571,TESSy COVID-19
Estonia,EE,2020-32,25-49yr,34,460829,11.0670118417027,TESSy COVID-19
Estonia,EE,2020-33,25-49yr,17,460829,11.0670118417027,TESSy COVID-19
Estonia,EE,2020-34,25-49yr,52,460829,14.9730160211271,TESSy COVID-19
Estonia,EE,2020-35,25-49yr,64,460829,25.1720269340688,TESSy COVID-19
Estonia,EE,2020-36,25-49yr,93,460829,34.069036453869,TESSy COVID-19
Estonia,EE,2020-37,25-49yr,94,460829,40.5790434195765,TESSy COVID-19
Estonia,EE,2020-38,25-49yr,101,460829,42.3150452770985,TESSy COVID-19
Estonia,EE,2020-39,25-49yr,139,460829,52.0800557256596,TESSy COVID-19
Estonia,EE,2020-40,25-49yr,129,460829,58.1560622269866,TESSy COVID-19
Estonia,EE,2020-41,25-49yr,103,460829,50.3440538681376,TESSy COVID-19
Estonia,EE,2020-42,25-49yr,88,460829,41.4470443483375,TESSy COVID-19
Estonia,EE,2020-43,25-49yr,144,460829,50.3440538681376,TESSy COVID-19
Estonia,EE,2020-44,25-49yr,287,460829,93.5271000739971,TESSy COVID-19
Estonia,EE,2020-45,25-49yr,491,460829,168.826180644013,TESSy COVID-19
Estonia,EE,2020-46,25-49yr,617,460829,240.436257266795,TESSy COVID-19
Estonia,EE,2020-47,25-49yr,859,460829,320.292342712807,TESSy COVID-19
Estonia,EE,2020-48,25-49yr,982,460829,399.497427462247,TESSy COVID-19
Estonia,EE,2020-49,25-49yr,1167,460829,466.333498976844,TESSy COVID-19
Estonia,EE,2020-50,25-49yr,1286,460829,532.301569562679,TESSy COVID-19
Estonia,EE,2020-51,25-49yr,1498,460829,604.128646417652,TESSy COVID-19
Estonia,EE,2020-52,25-49yr,1560,460829,663.58671003778,TESSy COVID-19
Estonia,EE,2020-53,25-49yr,1572,460829,679.644727219858,TESSy COVID-19
Estonia,EE,2021-01,25-49yr,1686,460829,706.98675647583,TESSy COVID-19
Estonia,EE,2021-02,25-49yr,1347,460829,658.161704233024,TESSy COVID-19
Estonia,EE,2021-03,25-49yr,1304,460829,575.267615536349,TESSy COVID-19
Estonia,EE,2021-04,25-49yr,1390,460829,584.598625520529,TESSy COVID-19
Estonia,EE,2021-05,25-49yr,1406,460829,606.732649203935,TESSy COVID-19
Estonia,EE,2021-06,25-49yr,1783,460829,692.013740454702,TESSy COVID-19
Estonia,EE,2021-07,25-49yr,2357,460829,898.380961267629,TESSy COVID-19
Estonia,EE,2021-08,25-49yr,3693,460829,1312.851404751,TESSy COVID-19
Estonia,EE,2021-09,25-49yr,4119,460829,1695.20581387022,TESSy COVID-19
Estonia,EE,2021-10,25-49yr,4281,460829,1822.80195039809,TESSy COVID-19
Estonia,EE,2021-11,25-49yr,4259,460829,1853.18198290472,TESSy COVID-19
Estonia,EE,2021-12,25-49yr,3193,460829,1617.08573028173,TESSy COVID-19
Estonia,EE,2021-13,25-49yr,159,460829,727.384778301713,TESSy COVID-19
Estonia,EE,2021-14,25-49yr,1861,460829,438.340469024302,TESSy COVID-19
Estonia,EE,2021-15,25-49yr,1325,460829,691.362739758132,TESSy COVID-19
Estonia,EE,2021-16,25-49yr,1041,460829,513.422549362128,TESSy COVID-19
Estonia,EE,2021-17,25-49yr,935,460829,428.792458807931,TESSy COVID-19
Estonia,EE,2021-18,25-49yr,942,460829,407.309435821096,TESSy COVID-19
Estonia,EE,2021-19,25-49yr,792,460829,376.278402617891,TESSy COVID-19
Estonia,EE,2021-20,25-49yr,575,460829,296.63931740407,TESSy COVID-19
Estonia,EE,2021-21,25-49yr,359,460829,202.678216865692,TESSy COVID-19
Estonia,EE,2021-22,25-49yr,264,460829,135.191144654525,TESSy COVID-19
Estonia,EE,2021-23,25-49yr,161,460829,92.2250986808556,TESSy COVID-19
Estonia,EE,2021-24,25-49yr,114,460829,59.6750638523183,TESSy COVID-19
Estonia,EE,2021-25,25-49yr,75,460829,41.013043883957,TESSy COVID-19
Estonia,EE,2021-26,25-49yr,95,460829,36.8900394723422,TESSy COVID-19
Estonia,EE,2021-27,25-49yr,134,460829,49.6930531715669,TESSy COVID-19
Estonia,EE,2021-28,25-49yr,159,460829,63.5810680317428,TESSy COVID-19
Estonia,EE,2021-29,25-49yr,281,460829,95.4801021637093,TESSy COVID-19
Estonia,EE,2021-30,25-49yr,514,460829,172.515184591248,TESSy COVID-19
Estonia,EE,2021-31,25-49yr,699,460829,263.221281646771,TESSy COVID-19
Estonia,EE,2021-32,25-49yr,899,460829,346.766371040017,TESSy COVID-19
Estonia,EE,2021-33,25-49yr,857,460829,381.052407726076,TESSy COVID-19
Estonia,EE,2021-34,25-49yr,1028,460829,409.045437678618,TESSy COVID-19
Estonia,EE,2021-35,25-49yr,1014,460829,443.114474132487,TESSy COVID-19
Estonia,EE,2021-36,25-49yr,1242,460829,489.552523821201,TESSy COVID-19
Estonia,EE,2021-37,25-49yr,1304,460829,552.482591156373,TESSy COVID-19
Estonia,EE,2021-38,25-49yr,1589,460829,627.781671726389,TESSy COVID-19
Estonia,EE,2021-39,25-49yr,2037,460829,786.842841921841,TESSy COVID-19
Estonia,EE,2021-40,25-49yr,2616,460829,1009.70208038123,TESSy COVID-19
Estonia,EE,2021-41,25-49yr,3247,460829,1272.27236133143,TESSy COVID-19
Estonia,EE,2021-42,25-49yr,4054,460829,1584.318695221,TESSy COVID-19
Estonia,EE,2021-43,25-49yr,4052,460829,1759.00388213415,TESSy COVID-19
Estonia,EE,2021-44,25-49yr,70,460829,894.474957088204,TESSy COVID-19
Estonia,EE,2021-45,25-49yr,2482,460829,553.784592549514,TESSy COVID-19
Estonia,EE,2021-46,25-49yr,2126,460829,999.937069932665,TESSy COVID-19
Estonia,EE,2021-47,25-49yr,1647,460829,818.741876053807,TESSy COVID-19
Estonia,EE,2021-48,25-49yr,1477,460829,677.908725362336,TESSy COVID-19
Estonia,EE,2021-49,25-49yr,1394,460829,623.007666618203,TESSy COVID-19
Estonia,EE,2021-50,25-49yr,1560,460829,641.018685889994,TESSy COVID-19
Estonia,EE,2021-51,25-49yr,1920,460829,755.160808022065,TESSy COVID-19
Estonia,EE,2021-52,25-49yr,2360,460829,928.760993774263,TESSy COVID-19
Estonia,EE,2020-01,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-02,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-03,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-04,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-05,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-06,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-07,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-08,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-09,50-64yr,0,257189,,TESSy COVID-19
Estonia,EE,2020-10,50-64yr,1,257189,0.388819117458367,TESSy COVID-19
Estonia,EE,2020-11,50-64yr,58,257189,22.9403279300437,TESSy COVID-19
Estonia,EE,2020-12,50-64yr,53,257189,43.1589220378788,TESSy COVID-19
Estonia,EE,2020-13,50-64yr,1197,257189,486.023896822959,TESSy COVID-19
Estonia,EE,2020-14,50-64yr,122,257189,512.852415927586,TESSy COVID-19
Estonia,EE,2020-15,50-64yr,69,257189,74.2644514345481,TESSy COVID-19
Estonia,EE,2020-16,50-64yr,,257189,,TESSy COVID-19
Estonia,EE,2020-17,50-64yr,39,257189,,TESSy COVID-19
Estonia,EE,2020-18,50-64yr,6,257189,17.4968602856265,TESSy COVID-19
Estonia,EE,2020-19,50-64yr,11,257189,6.60992499679224,TESSy COVID-19
Estonia,EE,2020-20,50-64yr,7,257189,6.99874411425061,TESSy COVID-19
Estonia,EE,2020-21,50-64yr,12,257189,7.38756323170898,TESSy COVID-19
Estonia,EE,2020-22,50-64yr,12,257189,9.33165881900081,TESSy COVID-19
Estonia,EE,2020-23,50-64yr,32,257189,17.1080411681682,TESSy COVID-19
Estonia,EE,2020-24,50-64yr,8,257189,15.5527646983347,TESSy COVID-19
Estonia,EE,2020-25,50-64yr,3,257189,4.27701029204204,TESSy COVID-19
Estonia,EE,2020-26,50-64yr,1,257189,1.55527646983347,TESSy COVID-19
Estonia,EE,2020-27,50-64yr,2,257189,1.1664573523751,TESSy COVID-19
Estonia,EE,2020-28,50-64yr,5,257189,2.72173382220857,TESSy COVID-19
Estonia,EE,2020-29,50-64yr,1,257189,2.3329147047502,TESSy COVID-19
Estonia,EE,2020-30,50-64yr,2,257189,1.1664573523751,TESSy COVID-19
Estonia,EE,2020-31,50-64yr,4,257189,2.3329147047502,TESSy COVID-19
Estonia,EE,2020-32,50-64yr,9,257189,5.05464852695877,TESSy COVID-19
Estonia,EE,2020-33,50-64yr,4,257189,5.05464852695877,TESSy COVID-19
Estonia,EE,2020-34,50-64yr,13,257189,6.60992499679224,TESSy COVID-19
Estonia,EE,2020-35,50-64yr,17,257189,11.664573523751,TESSy COVID-19
Estonia,EE,2020-36,50-64yr,19,257189,13.9974882285012,TESSy COVID-19
Estonia,EE,2020-37,50-64yr,25,257189,17.1080411681682,TESSy COVID-19
Estonia,EE,2020-38,50-64yr,59,257189,32.6608058665028,TESSy COVID-19
Estonia,EE,2020-39,50-64yr,78,257189,53.2682190917963,TESSy COVID-19
Estonia,EE,2020-40,50-64yr,102,257189,69.9874411425061,TESSy COVID-19
Estonia,EE,2020-41,50-64yr,70,257189,66.8768882028392,TESSy COVID-19
Estonia,EE,2020-42,50-64yr,53,257189,47.8247514473792,TESSy COVID-19
Estonia,EE,2020-43,50-64yr,88,257189,54.8234955616298,TESSy COVID-19
Estonia,EE,2020-44,50-64yr,150,257189,92.5389499550914,TESSy COVID-19
Estonia,EE,2020-45,50-64yr,229,257189,147.362445516721,TESSy COVID-19
Estonia,EE,2020-46,50-64yr,343,257189,222.404535186186,TESSy COVID-19
Estonia,EE,2020-47,50-64yr,434,257189,302.112454265151,TESSy COVID-19
Estonia,EE,2020-48,50-64yr,511,257189,367.434065998157,TESSy COVID-19
Estonia,EE,2020-49,50-64yr,639,257189,447.141985077122,TESSy COVID-19
Estonia,EE,2020-50,50-64yr,694,257189,518.295883572004,TESSy COVID-19
Estonia,EE,2020-51,50-64yr,889,257189,615.500662936595,TESSy COVID-19
Estonia,EE,2020-52,50-64yr,878,257189,687.043380548935,TESSy COVID-19
Estonia,EE,2020-53,50-64yr,851,257189,672.268254085517,TESSy COVID-19
Estonia,EE,2021-01,50-64yr,1000,257189,719.704186415438,TESSy COVID-19
Estonia,EE,2021-02,50-64yr,791,257189,696.375039367936,TESSy COVID-19
Estonia,EE,2021-03,50-64yr,844,257189,635.71925704443,TESSy COVID-19
Estonia,EE,2021-04,50-64yr,822,257189,647.77264968564,TESSy COVID-19
Estonia,EE,2021-05,50-64yr,828,257189,641.551543806306,TESSy COVID-19
Estonia,EE,2021-06,50-64yr,967,257189,697.930315837769,TESSy COVID-19
Estonia,EE,2021-07,50-64yr,1150,257189,823.130071659363,TESSy COVID-19
Estonia,EE,2021-08,50-64yr,1691,257189,1104.63511269922,TESSy COVID-19
Estonia,EE,2021-09,50-64yr,2032,257189,1447.5735742975,TESSy COVID-19
Estonia,EE,2021-10,50-64yr,2061,257189,1591.4366477571,TESSy COVID-19
Estonia,EE,2021-11,50-64yr,2240,257189,1672.31102418844,TESSy COVID-19
Estonia,EE,2021-12,50-64yr,1689,257189,1527.67031249393,TESSy COVID-19
Estonia,EE,2021-13,50-64yr,90,257189,691.709209958435,TESSy COVID-19
Estonia,EE,2021-14,50-64yr,1052,257189,444.031432137455,TESSy COVID-19
Estonia,EE,2021-15,50-64yr,756,257189,702.984964364728,TESSy COVID-19
Estonia,EE,2021-16,50-64yr,589,257189,522.961712981504,TESSy COVID-19
Estonia,EE,2021-17,50-64yr,494,257189,421.091104207412,TESSy COVID-19
Estonia,EE,2021-18,50-64yr,448,257189,366.267608645782,TESSy COVID-19
Estonia,EE,2021-19,50-64yr,347,257189,309.111198379402,TESSy COVID-19
Estonia,EE,2021-20,50-64yr,252,257189,232.902651357562,TESSy COVID-19
Estonia,EE,2021-21,50-64yr,168,257189,163.304029332514,TESSy COVID-19
Estonia,EE,2021-22,50-64yr,112,257189,108.869352888343,TESSy COVID-19
Estonia,EE,2021-23,50-64yr,65,257189,68.820983790131,TESSy COVID-19
Estonia,EE,2021-24,50-64yr,55,257189,46.6582940950041,TESSy COVID-19
Estonia,EE,2021-25,50-64yr,31,257189,33.4384441014196,TESSy COVID-19
Estonia,EE,2021-26,50-64yr,35,257189,25.6620617522522,TESSy COVID-19
Estonia,EE,2021-27,50-64yr,41,257189,29.5502529268359,TESSy COVID-19
Estonia,EE,2021-28,50-64yr,39,257189,31.1055293966694,TESSy COVID-19
Estonia,EE,2021-29,50-64yr,61,257189,38.8819117458367,TESSy COVID-19
Estonia,EE,2021-30,50-64yr,119,257189,69.9874411425061,TESSy COVID-19
Estonia,EE,2021-31,50-64yr,140,257189,100.704151421717,TESSy COVID-19
Estonia,EE,2021-32,50-64yr,255,257189,153.583551396055,TESSy COVID-19
Estonia,EE,2021-33,50-64yr,288,257189,211.128780779893,TESSy COVID-19
Estonia,EE,2021-34,50-64yr,366,257189,254.287702817772,TESSy COVID-19
Estonia,EE,2021-35,50-64yr,307,257189,261.675266049481,TESSy COVID-19
Estonia,EE,2021-36,50-64yr,393,257189,272.173382220857,TESSy COVID-19
Estonia,EE,2021-37,50-64yr,483,257189,340.60554689353,TESSy COVID-19
Estonia,EE,2021-38,50-64yr,624,257189,430.422763026413,TESSy COVID-19
Estonia,EE,2021-39,50-64yr,838,257189,568.453549724133,TESSy COVID-19
Estonia,EE,2021-40,50-64yr,1044,257189,731.757579056647,TESSy COVID-19
Estonia,EE,2021-41,50-64yr,1281,257189,904.004448090704,TESSy COVID-19
Estonia,EE,2021-42,50-64yr,1603,257189,1121.35433474993,TESSy COVID-19
Estonia,EE,2021-43,50-64yr,1603,257189,1246.55409057153,TESSy COVID-19
Estonia,EE,2021-44,50-64yr,32,257189,635.71925704443,TESSy COVID-19
Estonia,EE,2021-45,50-64yr,1138,257189,454.91836742629,TESSy COVID-19
Estonia,EE,2021-46,50-64yr,840,257189,769.08421433265,TESSy COVID-19
Estonia,EE,2021-47,50-64yr,631,257189,571.952921781258,TESSy COVID-19
Estonia,EE,2021-48,50-64yr,522,257189,448.308442429497,TESSy COVID-19
Estonia,EE,2021-49,50-64yr,566,257189,423.035199794704,TESSy COVID-19
Estonia,EE,2021-50,50-64yr,613,257189,458.417739483415,TESSy COVID-19
Estonia,EE,2021-51,50-64yr,646,257189,489.523268880084,TESSy COVID-19
Estonia,EE,2021-52,50-64yr,793,257189,559.51071002259,TESSy COVID-19
Estonia,EE,2020-01,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-02,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-03,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-04,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-05,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-06,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-07,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-08,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-09,65-79yr,0,188843,,TESSy COVID-19
Estonia,EE,2020-10,65-79yr,0,188843,0,TESSy COVID-19
Estonia,EE,2020-11,65-79yr,5,188843,2.64770205938266,TESSy COVID-19
Estonia,EE,2020-12,65-79yr,30,188843,18.5339144156786,TESSy COVID-19
Estonia,EE,2020-13,65-79yr,625,188843,346.848969779129,TESSy COVID-19
Estonia,EE,2020-14,65-79yr,86,188843,376.503232844215,TESSy COVID-19
Estonia,EE,2020-15,65-79yr,30,188843,61.4266877776778,TESSy COVID-19
Estonia,EE,2020-16,65-79yr,,188843,,TESSy COVID-19
Estonia,EE,2020-17,65-79yr,14,188843,,TESSy COVID-19
Estonia,EE,2020-18,65-79yr,12,188843,13.7680507087898,TESSy COVID-19
Estonia,EE,2020-19,65-79yr,8,188843,10.5908082375307,TESSy COVID-19
Estonia,EE,2020-20,65-79yr,4,188843,6.35448494251839,TESSy COVID-19
Estonia,EE,2020-21,65-79yr,3,188843,3.70678288313573,TESSy COVID-19
Estonia,EE,2020-22,65-79yr,6,188843,4.76586370688879,TESSy COVID-19
Estonia,EE,2020-23,65-79yr,5,188843,5.82494453064186,TESSy COVID-19
Estonia,EE,2020-24,65-79yr,6,188843,5.82494453064186,TESSy COVID-19
Estonia,EE,2020-25,65-79yr,0,188843,3.17724247125919,TESSy COVID-19
Estonia,EE,2020-26,65-79yr,2,188843,1.05908082375306,TESSy COVID-19
Estonia,EE,2020-27,65-79yr,1,188843,1.5886212356296,TESSy COVID-19
Estonia,EE,2020-28,65-79yr,1,188843,1.05908082375306,TESSy COVID-19
Estonia,EE,2020-29,65-79yr,0,188843,0.529540411876532,TESSy COVID-19
Estonia,EE,2020-30,65-79yr,0,188843,0,TESSy COVID-19
Estonia,EE,2020-31,65-79yr,4,188843,2.11816164750613,TESSy COVID-19
Estonia,EE,2020-32,65-79yr,2,188843,3.17724247125919,TESSy COVID-19
Estonia,EE,2020-33,65-79yr,2,188843,2.11816164750613,TESSy COVID-19
Estonia,EE,2020-34,65-79yr,3,188843,2.64770205938266,TESSy COVID-19
Estonia,EE,2020-35,65-79yr,5,188843,4.23632329501226,TESSy COVID-19
Estonia,EE,2020-36,65-79yr,7,188843,6.35448494251839,TESSy COVID-19
Estonia,EE,2020-37,65-79yr,15,188843,11.6498890612837,TESSy COVID-19
Estonia,EE,2020-38,65-79yr,22,188843,19.5929952394317,TESSy COVID-19
Estonia,EE,2020-39,65-79yr,26,188843,25.4179397700736,TESSy COVID-19
Estonia,EE,2020-40,65-79yr,46,188843,38.1269096551103,TESSy COVID-19
Estonia,EE,2020-41,65-79yr,25,188843,37.5973692432338,TESSy COVID-19
Estonia,EE,2020-42,65-79yr,23,188843,25.4179397700736,TESSy COVID-19
Estonia,EE,2020-43,65-79yr,27,188843,26.4770205938266,TESSy COVID-19
Estonia,EE,2020-44,65-79yr,59,188843,45.5404754213818,TESSy COVID-19
Estonia,EE,2020-45,65-79yr,94,188843,81.0196830171095,TESSy COVID-19
Estonia,EE,2020-46,65-79yr,128,188843,117.55797143659,TESSy COVID-19
Estonia,EE,2020-47,65-79yr,179,188843,162.568906446095,TESSy COVID-19
Estonia,EE,2020-48,65-79yr,223,188843,212.875245574366,TESSy COVID-19
Estonia,EE,2020-49,65-79yr,312,188843,283.304120353945,TESSy COVID-19
Estonia,EE,2020-50,65-79yr,382,188843,367.501045842313,TESSy COVID-19
Estonia,EE,2020-51,65-79yr,452,188843,441.636703505028,TESSy COVID-19
Estonia,EE,2020-52,65-79yr,465,188843,485.58855769078,TESSy COVID-19
Estonia,EE,2020-53,65-79yr,496,188843,508.888335813348,TESSy COVID-19
Estonia,EE,2021-01,65-79yr,562,188843,560.253755765371,TESSy COVID-19
Estonia,EE,2021-02,65-79yr,432,188843,526.363169405273,TESSy COVID-19
Estonia,EE,2021-03,65-79yr,499,188843,493.002123457052,TESSy COVID-19
Estonia,EE,2021-04,65-79yr,431,188843,492.472583045175,TESSy COVID-19
Estonia,EE,2021-05,65-79yr,394,188843,436.870839798139,TESSy COVID-19
Estonia,EE,2021-06,65-79yr,447,188843,445.343486388164,TESSy COVID-19
Estonia,EE,2021-07,65-79yr,526,188843,515.242820755866,TESSy COVID-19
Estonia,EE,2021-08,65-79yr,735,188843,667.750459376307,TESSy COVID-19
Estonia,EE,2021-09,65-79yr,914,188843,873.212139184402,TESSy COVID-19
Estonia,EE,2021-10,65-79yr,998,188843,1012.48126750793,TESSy COVID-19
Estonia,EE,2021-11,65-79yr,1096,188843,1108.85762246946,TESSy COVID-19
Estonia,EE,2021-12,65-79yr,902,188843,1058.02174292931,TESSy COVID-19
Estonia,EE,2021-13,65-79yr,48,188843,503.063391282706,TESSy COVID-19
Estonia,EE,2021-14,65-79yr,552,188843,317.724247125919,TESSy COVID-19
Estonia,EE,2021-15,65-79yr,374,188843,490.354421397669,TESSy COVID-19
Estonia,EE,2021-16,65-79yr,314,188843,364.323803371054,TESSy COVID-19
Estonia,EE,2021-17,65-79yr,265,188843,306.603898476512,TESSy COVID-19
Estonia,EE,2021-18,65-79yr,242,188843,268.476988821402,TESSy COVID-19
Estonia,EE,2021-19,65-79yr,186,188843,226.643296283156,TESSy COVID-19
Estonia,EE,2021-20,65-79yr,126,188843,165.216608505478,TESSy COVID-19
Estonia,EE,2021-21,65-79yr,60,188843,98.494516609035,TESSy COVID-19
Estonia,EE,2021-22,65-79yr,41,188843,53.4835815995298,TESSy COVID-19
Estonia,EE,2021-23,65-79yr,36,188843,40.774611714493,TESSy COVID-19
Estonia,EE,2021-24,65-79yr,31,188843,35.4792075957277,TESSy COVID-19
Estonia,EE,2021-25,65-79yr,17,188843,25.4179397700736,TESSy COVID-19
Estonia,EE,2021-26,65-79yr,21,188843,20.1225356513082,TESSy COVID-19
Estonia,EE,2021-27,65-79yr,16,188843,19.5929952394317,TESSy COVID-19
Estonia,EE,2021-28,65-79yr,23,188843,20.6520760631848,TESSy COVID-19
Estonia,EE,2021-29,65-79yr,24,188843,24.888399358197,TESSy COVID-19
Estonia,EE,2021-30,65-79yr,43,188843,35.4792075957277,TESSy COVID-19
Estonia,EE,2021-31,65-79yr,67,188843,58.2494453064186,TESSy COVID-19
Estonia,EE,2021-32,65-79yr,112,188843,94.7877337258993,TESSy COVID-19
Estonia,EE,2021-33,65-79yr,98,188843,111.203486494072,TESSy COVID-19
Estonia,EE,2021-34,65-79yr,158,188843,135.562345440392,TESSy COVID-19
Estonia,EE,2021-35,65-79yr,229,188843,204.932139396218,TESSy COVID-19
Estonia,EE,2021-36,65-79yr,169,188843,210.75708392686,TESSy COVID-19
Estonia,EE,2021-37,65-79yr,183,188843,186.398224980539,TESSy COVID-19
Estonia,EE,2021-38,65-79yr,231,188843,219.229730516884,TESSy COVID-19
Estonia,EE,2021-39,65-79yr,320,188843,291.776766943969,TESSy COVID-19
Estonia,EE,2021-40,65-79yr,455,188843,410.393819204313,TESSy COVID-19
Estonia,EE,2021-41,65-79yr,578,188843,547.015245468458,TESSy COVID-19
Estonia,EE,2021-42,65-79yr,781,188843,719.645419740208,TESSy COVID-19
Estonia,EE,2021-43,65-79yr,780,188843,826.612582939267,TESSy COVID-19
Estonia,EE,2021-44,65-79yr,18,188843,422.573248677473,TESSy COVID-19
Estonia,EE,2021-45,65-79yr,656,188843,356.910237604783,TESSy COVID-19
